,Request #,Status,Request Type,Subrequest Type,Additional Subrequest Type,Date / Time Opened,Date / Time Closed,Request Origin,System of Origin ID,Contact Type,Preferred Language,State Issue,Parent Request,Closed When Created,Address,City,Council District,ZIP,Latitude,Longitude,Mapped Location
330895,214927,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/15/2019 04:26:45 PM,08/08/2019 07:08:41 AM,Phone,,,,False,,False,3308 Colby Dr,NASHVILLE,16.0,37211.0,36.0973251,-86.7281792,"(36.0973251, -86.7281792)"
331425,215007,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/15/2019 05:39:21 PM,07/17/2019 04:26:06 PM,hubNashville Community,,,,False,,False,1210 Ashwood Ave,NASHVILLE,18.0,37212.0,36.128981599999996,-86.79000969999998,"(36.1289816, -86.79000969999998)"
331704,204913,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,06/25/2019 04:12:15 AM,06/25/2019 02:36:58 PM,hubNashville Community,,,,False,,False,2106 9th Ave N,NASHVILLE,2.0,37208.0,36.187226,-86.80365400000001,"(36.187226, -86.803654)"
332273,214406,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/13/2019 02:52:29 AM,10/22/2019 07:04:43 AM,Mobile App,,,,False,,False,1601 Herman St,NASHVILLE,19.0,37208.0,36.16488781933272,-86.80134672671556,"(36.16488781933272, -86.80134672671556)"
332966,203771,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/22/2019 02:19:54 AM,06/25/2019 07:10:49 AM,hubNashville Community,,,,False,,False,1007 9th Ave S,NASHVILLE,17.0,37203.0,36.144952562811135,-86.78053558643234,"(36.144952562811135, -86.78053558643235)"
334925,200540,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/16/2019 11:07:54 PM,11/02/2019 08:04:07 AM,hubNashville Community,,,,False,,False,834B Lischey Ave,NASHVILLE,5.0,37207.0,36.186156200000006,-86.76486690000002,"(36.1861562, -86.76486690000002)"
335059,503218,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/15/2020 05:39:54 AM,,Mobile App,,,,False,,False,961 9th Ave S,NASHVILLE,17.0,37203.0,36.145557399999994,-86.7807335,"(36.1455574, -86.7807335)"
335296,200378,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/15/2019 02:20:45 AM,09/12/2019 07:03:56 AM,Mobile App,,,,False,,False,2832 Clifton Ave,NASHVILLE,21.0,37209.0,36.15921182069505,-86.82083196938038,"(36.15921182069505, -86.82083196938038)"
335411,204008,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/24/2019 11:52:18 AM,06/27/2019 07:09:28 AM,hubNashville Community,,,,False,,False,526 Murfreesboro Pike,NASHVILLE,19.0,37210.0,36.14286026159831,-86.74302859325405,"(36.14286026159831, -86.74302859325405)"
335573,214500,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/14/2019 12:02:17 AM,07/15/2019 01:41:51 PM,Mobile App,,,,False,,False,1405 4th Ave N,NASHVILLE,19.0,37208.0,36.178918409980994,-86.78906053304672,"(36.178918409980994, -86.78906053304672)"
336412,203158,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/21/2019 05:16:39 AM,09/25/2019 07:04:08 AM,hubNashville Community,,,,False,,False,6116 Hill Cir Dr,NASHVILLE,20.0,37209.0,36.14422532858421,-86.86620611502985,"(36.144225328584206, -86.86620611502985)"
337107,215171,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/15/2019 07:57:02 PM,07/16/2019 05:41:00 PM,hubNashville Community,,,,False,,False,1221 Division St,NASHVILLE,19.0,37203.0,36.1511826,-86.78738709999998,"(36.1511826, -86.78738709999999)"
338319,256388,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/08/2019 04:47:46 AM,,Mobile App,,,,False,,False,1212 Ashwood Ave,NASHVILLE,18.0,37212.0,36.129017068855426,-86.79002093151213,"(36.12901706885543, -86.79002093151212)"
338584,191586,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/30/2019 11:01:24 AM,05/31/2019 02:08:05 PM,hubNashville Community,,,,False,,False,1817 Knowles St,NASHVILLE,21.0,37208.0,36.172086461610775,-86.80909329325407,"(36.17208646161077, -86.80909329325408)"
340070,189829,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/26/2019 04:18:20 AM,08/22/2019 07:03:07 AM,hubNashville Community,,,,False,189828.0,False,1416 Kirkland Ave,NASHVILLE,7.0,37216.0,36.2073497,-86.72447629999998,"(36.2073497, -86.72447629999999)"
340114,185053,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/16/2019 01:46:00 PM,05/16/2019 05:04:24 PM,hubNashville Community,,,,False,,False,2157 Wooddale Ln,NASHVILLE,15.0,37214.0,36.23842346163897,-86.70759039999996,"(36.23842346163897, -86.70759039999996)"
340581,182956,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/12/2019 03:30:05 PM,06/04/2019 07:13:37 AM,hubNashville Community,,,,False,152344.0,False,4505 Georgia Ave,NASHVILLE,20.0,37209.0,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
341060,503436,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 02:35:21 AM,,hubNashville Community,,,,False,,False,621B Moore Ave,NASHVILLE,17.0,37203.0,36.13766516159612,-86.77174630674591,"(36.13766516159612, -86.77174630674591)"
341213,189898,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/27/2019 02:54:34 PM,09/28/2019 07:02:17 AM,Mobile App,,,,False,,False,1083 Whites Creek Pike,NASHVILLE,5.0,37207.0,36.19514209999999,-86.77514269999998,"(36.19514209999999, -86.77514269999999)"
341470,503433,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 02:26:04 AM,,hubNashville Community,,,,False,,False,621B Moore Ave,NASHVILLE,17.0,37203.0,36.13766516159612,-86.77174630674591,"(36.13766516159612, -86.77174630674591)"
341540,503434,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 02:28:58 AM,,hubNashville Community,,,,False,,False,621B Moore Ave,NASHVILLE,17.0,37203.0,36.13766516159612,-86.77174630674591,"(36.13766516159612, -86.77174630674591)"
341725,503432,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 02:25:11 AM,,hubNashville Community,,,,False,,False,621B Moore Ave,NASHVILLE,17.0,37203.0,36.13766516159612,-86.77174630674591,"(36.13766516159612, -86.77174630674591)"
341795,503435,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 02:34:39 AM,,hubNashville Community,,,,False,,False,621 Moore Ave,NASHVILLE,17.0,37203.0,36.1375377,-86.7717624,"(36.1375377, -86.7717624)"
342356,182198,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/09/2019 09:38:09 PM,,hubNashville Community,,,,False,,False,1720 6th Ave N,NASHVILLE,19.0,37208.0,36.1827475,-86.79423609999998,"(36.1827475, -86.79423609999998)"
342872,197720,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/10/2019 09:18:01 PM,09/12/2019 07:03:24 AM,hubNashville Community,,,,False,,False,323 Cleveland St,NASHVILLE,5.0,37207.0,36.1871572,-86.76591450000002,"(36.1871572, -86.76591450000001)"
342917,503421,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 12:46:02 AM,,hubNashville Community,,,,False,,False,1233 Saturn Dr,NASHVILLE,13.0,37217.0,36.12174116158933,-86.70163450674593,"(36.121741161589334, -86.70163450674592)"
343085,190207,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/28/2019 02:42:17 PM,05/28/2019 05:41:27 PM,hubNashville Community,,,,False,,False,1042 Zophi St,NASHVILLE,5.0,37216.0,36.2048531,-86.74221269999998,"(36.2048531, -86.74221269999998)"
343259,189901,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/27/2019 03:10:18 PM,11/26/2019 08:02:04 AM,Mobile App,,,,False,,False,11 N Hill St,NASHVILLE,17.0,37210.0,36.14502339361995,-86.76170635968447,"(36.14502339361995, -86.76170635968447)"
343545,184498,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/15/2019 03:02:01 PM,05/16/2019 05:25:11 PM,Phone,,,,False,,False,Kings Cir,NASHVILLE,1.0,37218.0,36.22233840000001,-86.8239537,"(36.22233840000001, -86.8239537)"
343585,181353,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/08/2019 07:00:48 PM,08/15/2019 07:00:57 AM,hubNashville Community,,,,False,,False,113 Islandia Dr,NASHVILLE,29.0,37217.0,36.0966426,-86.61317259999998,"(36.0966426, -86.61317259999998)"
343671,503437,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/16/2020 03:00:15 AM,,hubNashville Community,,,,False,,False,621 Moore Ave,NASHVILLE,17.0,37203.0,36.1375377,-86.7717624,"(36.1375377, -86.7717624)"
343995,195683,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/06/2019 04:00:24 PM,09/12/2019 07:03:49 AM,Mobile App,,,,False,,False,126A Fern Ave,NASHVILLE,2.0,37207.0,36.196644120501844,-86.781389079988,"(36.196644120501844, -86.781389079988)"
344161,189897,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/27/2019 02:49:50 PM,09/11/2019 07:02:16 AM,Mobile App,,,,False,,False,523 Weakley Ave,NASHVILLE,5.0,37207.0,36.19729139999999,-86.78189859999998,"(36.19729139999999, -86.78189859999999)"
344339,187612,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/21/2019 08:10:50 PM,11/26/2019 08:02:04 AM,hubNashville Community,,,,False,,False,3707 Richland Ave,NASHVILLE,24.0,37205.0,36.13433320000001,-86.82895659999996,"(36.1343332, -86.82895659999997)"
344571,196592,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/07/2019 06:45:44 PM,10/05/2019 07:02:34 AM,hubNashville Community,,,,False,,False,3404 Cocoa Dr,NASHVILLE,1.0,37218.0,36.1863292,-86.84632690000002,"(36.1863292, -86.84632690000001)"
344747,181377,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/08/2019 07:24:35 PM,05/08/2019 07:54:23 PM,hubNashville Community,,,,False,,False,1605 Horton Ave,NASHVILLE,17.0,37212.0,36.140496999999996,-86.79398800000001,"(36.140497, -86.79398800000001)"
344969,337257,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/02/2020 01:25:08 PM,,hubNashville Community,,,,False,,False,1359 Timber Valley Dr,NASHVILLE,13.0,37214.0,36.130432,-86.63734699999998,"(36.130432, -86.63734699999999)"
345037,181431,New,Property Violations,Short Term Rental Complaint,,05/08/2019 08:18:00 PM,,Phone,,,,False,,False,25 Lindsley Ave,NASHVILLE,19.0,37210.0,36.15307979999999,-86.7664095,"(36.1530798, -86.7664095)"
346189,197943,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/11/2019 02:27:52 PM,11/26/2019 08:02:30 AM,hubNashville Community,,,,False,,False,702 S 12th St,NASHVILLE,6.0,37206.0,36.16749540000001,-86.75018190000004,"(36.16749540000001, -86.75018190000003)"
346817,181885,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/09/2019 03:57:22 PM,11/26/2019 08:01:36 AM,Mobile App,,,,False,,False,1411B Arthur Ave,NASHVILLE,19.0,37208.0,36.17491979651464,-86.7982916906476,"(36.17491979651463, -86.7982916906476)"
349388,182232,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/10/2019 12:00:46 AM,07/16/2019 07:03:05 AM,hubNashville Community,,,,False,179436.0,False,904B 15th Ave S,NASHVILLE,19.0,37212.0,36.1473886,-86.7896988,"(36.1473886, -86.7896988)"
349867,189828,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/26/2019 04:16:18 AM,08/22/2019 07:03:07 AM,hubNashville Community,,,,False,,False,1416 Kirkland Ave,NASHVILLE,7.0,37216.0,36.2073497,-86.72447629999998,"(36.2073497, -86.72447629999999)"
350048,190335,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/28/2019 03:50:41 PM,05/29/2019 11:21:13 AM,hubNashville Community,,,,False,,False,643 Gibson Dr,MADISON,8.0,37115.0,36.254789079889186,-86.72078069510651,"(36.254789079889186, -86.7207806951065)"
350233,190862,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/29/2019 12:40:49 AM,05/29/2019 02:00:05 PM,hubNashville Community,,,,False,,False,1065 2nd Ave S,,,,36.1477701,-86.76605689999997,"(36.1477701, -86.76605689999997)"
350835,187662,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/21/2019 09:10:08 PM,05/29/2019 11:20:03 AM,hubNashville Community,,,,False,,False,4726 Packard Dr,NASHVILLE,30.0,37211.0,36.06241995981483,-86.69664498888552,"(36.06241995981483, -86.69664498888551)"
350836,192327,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/31/2019 04:53:51 AM,09/11/2019 07:02:42 AM,hubNashville Community,,,,False,,False,2312 Elliston Pl,NASHVILLE,21.0,37203.0,36.14957948661245,-86.80612480990669,"(36.149579486612446, -86.80612480990669)"
351348,197349,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/10/2019 03:32:06 PM,08/30/2019 07:03:20 AM,hubNashville Community,,,,False,,False,909 Halcyon Ave,NASHVILLE,17.0,37204.0,36.12203,-86.7846844,"(36.12203, -86.7846844)"
351492,179236,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/04/2019 02:04:16 AM,09/28/2019 07:01:06 AM,hubNashville Community,,,,False,,False,1001 Waverly Ave,NASHVILLE,17.0,37203.0,36.1353461,-86.78494720000003,"(36.1353461, -86.78494720000003)"
352330,172569,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/21/2019 04:01:27 PM,04/23/2019 12:29:32 PM,hubNashville Community,,,,False,,False,960 9th Ave S,NASHVILLE,17.0,37203.0,36.1453334,-86.78041429999996,"(36.1453334, -86.78041429999996)"
352471,163385,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/02/2019 08:10:23 PM,09/04/2019 07:18:33 AM,hubNashville Community,,,,False,,False,78 Fern Ave,NASHVILLE,2.0,37207.0,36.195593200000005,-86.77742590000004,"(36.1955932, -86.77742590000003)"
352754,179246,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/04/2019 08:24:51 AM,08/22/2019 07:01:14 AM,hubNashville Community,,,,False,,False,4505 Georgia Ave,NASHVILLE,20.0,37209.0,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
352792,171940,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/19/2019 01:46:20 AM,04/23/2019 07:03:32 AM,hubNashville Community,,,,False,,False,904B 15th Ave S,NASHVILLE,19.0,37212.0,36.1473886,-86.7896988,"(36.1473886, -86.7896988)"
353043,173034,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/22/2019 07:00:25 PM,10/04/2019 07:01:06 AM,hubNashville Community,,,,False,,False,1204 Gartland Ave,NASHVILLE,6.0,37206.0,36.17916050000001,-86.74771450000004,"(36.17916050000001, -86.74771450000003)"
353169,168896,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/12/2019 06:41:36 PM,04/29/2019 08:05:43 PM,hubNashville Community,,,,False,168891.0,False,960 9th Ave S,NASHVILLE,17.0,37203.0,36.1453334,-86.78041429999996,"(36.1453334, -86.78041429999996)"
353368,166229,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/08/2019 08:20:58 PM,09/04/2019 07:18:39 AM,Phone,,,,False,,False,508 31st Ave N,NASHVILLE,21.0,37209.0,36.155103999999994,-86.82104400000004,"(36.155104, -86.82104400000003)"
353927,172515,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/21/2019 12:59:57 AM,08/24/2019 07:00:45 AM,hubNashville Community,,,,False,,False,960 9th Ave S,NASHVILLE,17.0,37203.0,36.1453334,-86.78041429999996,"(36.1453334, -86.78041429999996)"
354711,163283,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/02/2019 06:38:20 PM,04/10/2019 12:43:34 PM,hubNashville Community,,,,False,,False,1400 Riverside Dr,OLD HICKORY,11.0,37138.0,36.255894500000004,-86.64248320000002,"(36.2558945, -86.64248320000002)"
354718,164756,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/04/2019 07:19:49 PM,04/08/2019 03:45:15 PM,Phone,,,,False,,False,1303 Mars Dr,NASHVILLE,13.0,37217.0,36.1223076,-86.7004546,"(36.1223076, -86.7004546)"
354790,177935,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/02/2019 01:39:08 PM,11/24/2019 08:01:25 AM,Phone,,,,False,,False,1404 Sevier Ct,NASHVILLE,6.0,37206.0,36.1675703,-86.74668570000001,"(36.1675703, -86.7466857)"
354889,166822,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/09/2019 08:17:11 PM,11/26/2019 08:15:38 AM,Phone,,,,False,,False,1009 Southside Ct,NASHVILLE,17.0,37203.0,36.1461544,-86.78403100000004,"(36.1461544, -86.78403100000003)"
355470,179796,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/06/2019 04:31:40 PM,02/27/2020 08:00:39 AM,hubNashville Community,,,,False,,False,108B Cherokee Rd,NASHVILLE,24.0,37205.0,36.131383899999996,-86.83817569999997,"(36.1313839, -86.83817569999997)"
355508,176123,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/29/2019 03:29:56 PM,09/05/2019 07:00:57 AM,hubNashville Community,,,,False,,False,1000 Woodmont Blvd,NASHVILLE,25.0,37204.0,36.111384,-86.78795500000003,"(36.111384, -86.78795500000001)"
358408,172970,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/22/2019 06:08:40 PM,10/09/2019 07:01:44 AM,hubNashville Community,,,,False,,False,910 14th Ave S,NASHVILLE,19.0,37212.0,36.1470834,-86.78858739999998,"(36.1470834, -86.78858739999998)"
358436,167864,Closed,Permits,Short Term Rental Permit,,04/11/2019 02:24:00 PM,04/15/2019 03:00:00 PM,Phone,,,,False,,False,342 Timberdale Ct,NASHVILLE,26.0,37211.0,36.0735468,-86.74212800000001,"(36.0735468, -86.742128)"
358972,163846,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/03/2019 04:35:37 PM,04/08/2019 01:23:53 PM,hubNashville Community,,,,False,,False,215 6th Ave N,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
359782,179441,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/05/2019 10:15:56 PM,07/19/2019 07:02:34 AM,hubNashville Community,,,,False,,False,1029 Cheatham Pl,NASHVILLE,19.0,37208.0,36.17425993754372,-86.79919653096619,"(36.17425993754372, -86.79919653096619)"
360377,179237,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/04/2019 02:09:45 AM,09/05/2019 07:01:05 AM,hubNashville Community,,,,False,,False,608 Hamilton Ave,NASHVILLE,17.0,37203.0,36.1390441,-86.7706336,"(36.1390441, -86.7706336)"
360488,164555,New,Permits,Short Term Rental Permit,Short Term Rental Permit,04/04/2019 04:12:45 PM,,Phone,,,,False,,False,1011 W Grove Ave,NASHVILLE,17.0,37203.0,36.1344246,-86.78611139999998,"(36.1344246, -86.78611139999998)"
361860,168756,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/12/2019 04:38:58 PM,08/21/2019 07:00:30 AM,hubNashville Community,,,,False,,False,904B 15th Ave S,NASHVILLE,19.0,37212.0,36.1473886,-86.7896988,"(36.1473886, -86.7896988)"
